FCM- INTERLIGAÇÃO ELÉTRICA PRÉDIO PÓS GRADUAÇÃO E HABILIDADES;01-11806-06
HEMOCENTRO - PPCI PARA O HEMOCENTRO;01-11814-06
HEMOCENTRO - PPCI PARA O HEMOCENTRO;01-11814-06
HEMOCENTRO - PPCI PARA O HEMOCENTRO;01-11814-06
FCA- INFRAESTRUTURA SETOR SUL;01-11936-06
IB- REFORMA COBERTURA PRÉDIOS IB;01-12277-06
IB- REFORMA COBERTURA PRÉDIOS IB;01-12277-06
IB- REFORMA COBERTURA PRÉDIOS IB;01-12277-06 
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;01-13173-10
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;01-13173-10
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;01-13173-10
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;01-13173-10
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;01-13173-10
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;01-13173-10
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;01-13173-10
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;01-13173-10
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;01-13173-10
CIDDIC- REFORMA PARTE ANTIGO PRÉDIO DO DNI- ÁREA ENSAIO ORQUESTRA;"01-13173-10
REUNIÃO C/ DR. PAULO, PROFA. ÍTALA E PROF. FERNANDO"
CSS/CECOM- REFORMA E AMPLIAÇÃO;01-13181-10
CSS/CECOM- REFORMA E AMPLIAÇÃO;01-13181-10
NEPAM- REFORMA;01-13370-10
NEPAM- REFORMA;01-13370-10
NEPAM- REFORMA;01-13370-10
NEPAM- REFORMA;01-13370-10
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13428-06
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13428-06
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13428-06
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13428-06
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13428-06
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13428-06
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;"01-13428-06
01-13768-10"
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
IE - READEQUAÇÃO INST. ELÉTRICAS PAVILHÕES;01-13494-10
PREFEITURA- CANTINA IFCH (SALETERIA);01-13513-05
FCM- INTERLIGAÇÃO ELÉTRICA PRÉDIO PÓS GRADUAÇÃO E HABILIDADES;01-13571-10
FCM- INTERLIGAÇÃO ELÉTRICA PRÉDIO PÓS GRADUAÇÃO E HABILIDADES;01-13571-10
FEQ - LAB BIOCOMBUSTÍVEIS AVANÇADOS (CONV. SHELL);01-13759-10
FEQ - LAB BIOCOMBUSTÍVEIS AVANÇADOS (CONV. SHELL);"01-13759-10
SOLICITAÇÃO P/ EMAIL"
FEQ - LAB BIOCOMBUSTÍVEIS AVANÇADOS (CONV. SHELL);01-13760-10
FEQ - LAB BIOCOMBUSTÍVEIS AVANÇADOS (CONV. SHELL);01-13760-10
FEQ - LAB BIOCOMBUSTÍVEIS AVANÇADOS (CONV. SHELL);01-13760-10
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13768-10
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13768-10
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13768-10
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13768-10
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13768-10
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13768-10
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13768-10
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-13768-10
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-13845-10
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-13845-10
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-13845-10
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-13845-10
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-13845-10
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;01-13845-10
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;"01-13845-10
OF.HEMO/SeAC/021/2010"
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-13848-10
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-13850-10
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-13850-10
CEMEQ- BARRACÃO DE MANUTENÇÃO;01-13850-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;01-13986-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;01-13986-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;01-13986-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;01-13986-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;01-13986-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;01-13986-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;01-13986-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;01-13986-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;01-13986-10
PRG- REFORMA 6 SALAS DE AULA BÁSICO II;"01-13986-10
OF.106/2010-PRG"
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-14091-10
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-14091-10
STU- NOVA SEDE;01-14092-07
STU- NOVA SEDE;01-14092-07
STU- NOVA SEDE;01-14092-07
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-14092-10
NEPAM- REFORMA;01-14123-09
NEPAM- REFORMA;01-14123-09
NEPAM- REFORMA;01-14123-09
NEPAM- REFORMA;01-14123-09
NEPAM- REFORMA;01-14123-09
NEPAM- REFORMA;01-14123-09
NEPAM- REFORMA;01-14123-09
NEPAM- REFORMA;01-14123-09
NEPAM- REFORMA;01-14123-09
FCA- ENSINO 2 CAMPUS 2;01-14203-10
FCA- ENSINO 2 CAMPUS 2;01-14204-10
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-14248-07
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-14248-07
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-14248-07
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-14248-07
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-14279-10
IFCH- AMPLIAÇÃO BIBLIOTECA (FINEP- CT-INFRA);01-14301-08
IFCH- AMPLIAÇÃO BIBLIOTECA (FINEP- CT-INFRA);01-14301-08
IFCH- AMPLIAÇÃO BIBLIOTECA (FINEP- CT-INFRA);01-14301-08
IFCH- AMPLIAÇÃO BIBLIOTECA (FINEP- CT-INFRA);01-14301-08
REITORIA- JARDIM BOTÂNICO;01-14354-10
IB- AMPLIAÇÃO LABORAT MICROSCOPIA ELETRÔNICA;01-14534-09
IB- AMPLIAÇÃO LABORAT MICROSCOPIA ELETRÔNICA;01-14534-09
IB- AMPLIAÇÃO LABORAT MICROSCOPIA ELETRÔNICA;01-14534-09
REITORIA- MUSEU DE CIÊNCIAS;01-14570-08
REITORIA- MUSEU DE CIÊNCIAS;01-14570-08
REITORIA- MUSEU DE CIÊNCIAS;01-14570-08
REITORIA- MUSEU DE CIÊNCIAS;01-14570-08
REITORIA- MUSEU DE CIÊNCIAS;01-14570-08
REITORIA- MUSEU DE CIÊNCIAS;01-14570-08
REITORIA- MUSEU DE CIÊNCIAS;01-14570-08
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-14669-10
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-14669-10
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-14669-10
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-14669-10
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-14669-10
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;"01-14669-10
MEMORANDO 052/10 CDC"
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-14699-08
FCA- PORTARIA PEDESTRES CAMPUS 2;01-15242-08
FCA- INFRAESTRUTURA SETOR SUL;01-15247-08
FCA- INFRAESTRUTURA SETOR SUL;01-15247-08
FCA- INFRAESTRUTURA SETOR SUL;01-15247-08
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-15256-07
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-15256-07
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-15256-07
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-15256-07
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-15256-07
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-15256-07
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-15256-07
IC- REFORMA E AMPLIAÇÃO PRÉDIO IC-3 (FECHAMENTO DA ÁREA DE LUZ);01-15256-11
FEM- PRÉDIOS QUADRA 47;01-15362-02
FEM- PRÉDIOS QUADRA 47;01-15362-02
FEM- PRÉDIOS QUADRA 47;01-15362-02
FEM- PRÉDIOS QUADRA 47;01-15362-02
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-15429-06
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-15429-06
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-15429-06
IB- REFORMA E AMPLIAÇÃO DA ANATOMIA;01-15429-06
IFGW- ADEQUAÇÃO PRÉDIO D PARA ACESSIBILIDADE;01-15459-11
IFGW- ADEQUAÇÃO PRÉDIO D PARA ACESSIBILIDADE;01-15459-11
IFGW- ADEQUAÇÃO PRÉDIO D PARA ACESSIBILIDADE;01-15459-11
PRP- PRÉDIO CORE FACILITY;01-15464-11
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15468-07
FEQ- REFORMA E AMPLIAÇÃO CAFEQ/PROPEQ;01-15518-08
FEQ- REFORMA E AMPLIAÇÃO CAFEQ/PROPEQ;"01-15518-08
67803-08"
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15545-11
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-15545-11
FEQ - REFORMA BARRACÃO;01-15597-08
FEQ - REFORMA BARRACÃO;01-15597-08
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-15610-08
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-15610-08
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-15610-08
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-15610-08
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-15610-08
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-15610-08
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-15610-08
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-15610-08
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-15615-09
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-15615-09
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-15615-09
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-15615-09
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-15615-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-15668-07
IFCH- ELEVADOR BIBLIOTECA;01-15736-06
FCA- PAISAGISMO CAMPUS 2;01-15740-06
FCA- PAISAGISMO CAMPUS 2;01-15740-06
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-15948-11
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);"01-15948-11
OS EM MÃOS"
IG- REVISÃO PROJETOS SUBSOLO NOVO PRÉDIO IG;01-15975-09
IG- REVISÃO PROJETOS SUBSOLO NOVO PRÉDIO IG;01-15975-09
IG- REVISÃO PROJETOS SUBSOLO NOVO PRÉDIO IG;01-15975-09
IG- REVISÃO PROJETOS SUBSOLO NOVO PRÉDIO IG;01-15975-09
IG- REVISÃO PROJETOS SUBSOLO NOVO PRÉDIO IG;01-15975-09
IG- REVISÃO PROJETOS SUBSOLO NOVO PRÉDIO IG;01-15975-09
IG- REVISÃO PROJETOS SUBSOLO NOVO PRÉDIO IG;01-15975-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-15976-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-15976-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-15976-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-15976-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-15976-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-15976-09
CPQBA- AMPLIAÇÃO LABORATÓRIO DE MICROBIOLOGIA;01-16096-09
PRG- REFORMA SAE- ANTIGO PRÉDIO DA DAC;01-16141-07
PRG- REFORMA SAE- ANTIGO PRÉDIO DA DAC;01-16141-07
PRG- REFORMA SAE- ANTIGO PRÉDIO DA DAC;01-16141-07
PRG- REFORMA SAE- ANTIGO PRÉDIO DA DAC;01-16141-07
PRG- REFORMA SAE- ANTIGO PRÉDIO DA DAC;01-16141-07
PRG- REFORMA SAE- ANTIGO PRÉDIO DA DAC;01-16141-07
PRG- REFORMA SAE- ANTIGO PRÉDIO DA DAC;01-16141-07
IB- LAB CENTRO DE ESTUDO DA DOR;01-16182-11
IB- LAB CENTRO DE ESTUDO DA DOR;01-16182-11
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-16197-08
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-16197-08
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-16197-08
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-16197-08
IB- BIOTÉRIO BIOTBIO (FINEP- CT-INFRA 01/07);01-16197-08
GASTRO- REFORMA E AMPLIAÇÃO DO GASTROCENTRO;01-16274-05
GASTRO- REFORMA E AMPLIAÇÃO DO GASTROCENTRO;01-16274-05
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-16300-08
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-16300-08
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-16300-08
FE- ANEXO 3;01-16323-11
IB- INSTALAÇÃO DOIS ELEVADORES;01-16371-09
IB- INSTALAÇÃO DOIS ELEVADORES;01-16371-09
IB- INSTALAÇÃO DOIS ELEVADORES;01-16371-09
IB- INSTALAÇÃO DOIS ELEVADORES;01-16371-09
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-16372-09
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-16372-09
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-16372-09
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-16372-09
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-16372-09
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-16372-09
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-16372-09
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-16474-08
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-16474-08
INOVA- REFORMA SANITÁRIOS PRÉDIO INOVA E PREFEITURA;01-16487-06
INOVA- REFORMA SANITÁRIOS PRÉDIO INOVA E PREFEITURA;01-16487-06
INOVA- REFORMA SANITÁRIOS PRÉDIO INOVA E PREFEITURA;01-16487-06
INOVA- REFORMA SANITÁRIOS PRÉDIO INOVA E PREFEITURA;01-16487-06
INOVA- REFORMA SANITÁRIOS PRÉDIO INOVA E PREFEITURA;01-16487-06
INOVA- REFORMA SANITÁRIOS PRÉDIO INOVA E PREFEITURA;01-16487-06
COTUCA- REFORMAS NA ÁREA DAS QUADRAS;01-16581-09
COTUCA- REFORMAS NA ÁREA DAS QUADRAS;01-16581-09
COTUCA- REFORMAS NA ÁREA DAS QUADRAS;01-16581-09
COTUCA- REFORMAS NA ÁREA DAS QUADRAS;01-16581-09
IFGW- SPDA PARA O OBSERVATÓRIO PIERRE AUGER;01-16600-07
IFGW- SPDA PARA O OBSERVATÓRIO PIERRE AUGER;01-16600-07
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-16806-11
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-16806-11
FEM- PRÉDIOS QUADRA 47;01-16825-05
FEM- PRÉDIOS QUADRA 47;01-16825-05
FEM- PRÉDIOS QUADRA 47;01-16825-05
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-16845-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-16845-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-16845-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-16845-09
FCA- RESTAURANTE CAMPUS 2;01-16846-09
FCA- RESTAURANTE CAMPUS 2;01-16846-09
FCA- RESTAURANTE CAMPUS 2;01-16846-09
FCA- RESTAURANTE CAMPUS 2;01-16846-09
FCA- RESTAURANTE CAMPUS 2;01-16846-09
FCA- RESTAURANTE CAMPUS 2;01-16846-09
FCA- RESTAURANTE CAMPUS 2;01-16846-09
FCA- RESTAURANTE CAMPUS 2;01-16846-09
FCA- RESTAURANTE CAMPUS 2;01-16846-09
INOVA- REFORMA SANITÁRIOS PRÉDIO INOVA E PREFEITURA;01-16914-11
INOVA- REFORMA SANITÁRIOS PRÉDIO INOVA E PREFEITURA;01-16914-11
INOVA- REFORMA SANITÁRIOS PRÉDIO INOVA E PREFEITURA;01-16914-11
REITORIA- CONJ. LABS APOIO PESQUISA E PÓS GRAD.;01-16924-11
PREFEITURA- RESTAURANTE SATURNINO;01-16968-11
FEM- PRÉDIOS QUADRA 47;01-17052-07
FEM- PRÉDIOS QUADRA 47;01-17052-07
FEM- PRÉDIOS QUADRA 47;01-17052-07
FEM- PRÉDIOS QUADRA 47;01-17052-07
FCA- PRÉDIOS DOS LABORATÓRIOS 1 E 2 CAMPUS 2;01-17053-11
BC- REFORMA DO 3º PISO DA BC;01-17058-07
HEMOCENTRO- REFORMA HALL ENTRADA E SANITÁRIOS;01-17301-10
HEMOCENTRO- REFORMA HALL ENTRADA E SANITÁRIOS;01-17301-10
HEMOCENTRO- REFORMA HALL ENTRADA E SANITÁRIOS;01-17301-10
HEMOCENTRO- REFORMA HALL ENTRADA E SANITÁRIOS;01-17301-10
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-17360-09
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;01-17367-11
IB- INSTALAÇÃO DOIS ELEVADORES;01-17450-11
IB- INSTALAÇÃO DOIS ELEVADORES;01-17450-11
IB- AMPLIAÇÃO BIBLIOTECA;01-17524-01
IB- AMPLIAÇÃO BIBLIOTECA;01-17524-01
FEA- NOVA REDE HIDRÁULICA;01-17542-11
CPFLimeira- SPDA PRÉDIOS PLANTA FÍSICA DE LIMEIRA;01-17543-11
IEL - REFORMA SALA MULTIUSUÁRIA DE COLEGIADOS;01-17555-10
IEL - REFORMA SALA MULTIUSUÁRIA DE COLEGIADOS;01-17556-10
FCA- PRAÇA DAS BANDEIRAS CAMPUS 2;01-17582-09
INOVA- URBANIZ POLO INOVAÇÃO UNICAMP;01-17596-11
INOVA- URBANIZ POLO INOVAÇÃO UNICAMP;01-17596-11
IMECC- ELEVADOR;01-17601-08
IMECC- ELEVADOR;01-17601-08
IMECC- ELEVADOR;01-17601-08
IMECC- ELEVADOR;01-17601-08
IMECC- ELEVADOR;01-17601-08
IMECC- ELEVADOR;01-17601-08
IMECC- ELEVADOR;01-17601-08
FEF- NOVO GINÁSIO;01-17603-08
FEF- NOVO GINÁSIO;01-17603-08
FEF- NOVO GINÁSIO;01-17603-08
FEF- NOVO GINÁSIO;01-17603-08
FEF- NOVO GINÁSIO;01-17603-08
FEF- NOVO GINÁSIO;01-17603-08
FEF- NOVO GINÁSIO;01-17603-08
FEF- NOVO GINÁSIO;01-17603-08
FEF- NOVO GINÁSIO;01-17603-08
FEF- NOVO GINÁSIO;01-17603-08
FEA- 2a ETAPA NOVO PRÉDIO SALAS AULA E LAB. DE ENSINO;01-17659-11
GASTRO- REFORMA E AMPLIAÇÃO DO GASTROCENTRO;01-17712-05
GASTRO- REFORMA E AMPLIAÇÃO DO GASTROCENTRO;01-17712-05
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-17742-09
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-17742-09
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-17742-09
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-17742-09
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-17742-09
FEM- URBANIZAÇÃO QUADRA 28- 2 NOVOS PRÉDIOS;01-17744-09
FEM- URBANIZAÇÃO QUADRA 28- 2 NOVOS PRÉDIOS;01-17744-09
FEM- URBANIZAÇÃO QUADRA 28- 2 NOVOS PRÉDIOS;01-17744-09
FEM- URBANIZAÇÃO QUADRA 28- 2 NOVOS PRÉDIOS;01-17744-09
FEM- URBANIZAÇÃO QUADRA 28- 2 NOVOS PRÉDIOS;01-17744-09
FEM- URBANIZAÇÃO QUADRA 28- 2 NOVOS PRÉDIOS;01-17744-09
FEM- URBANIZAÇÃO QUADRA 28- 2 NOVOS PRÉDIOS;01-17744-09
COTUCA- REFORMA LABORATÓRIO ALIMENTOS;01-17745-09
FCA- PRÉDIOS DOS LABORATÓRIOS 1 E 2 CAMPUS 2;01-17765-09
